2025-03-09T19:37:57.367351,0000CCF7B833E864,11.98,25.9
2025-03-09T19:38:07.303120,0000CCF7B833E864,11.98,26.3
2025-03-09T19:38:17.339665,0000CCF7B833E864,11.98,26.0
2025-03-09T19:38:27.358094,0000CCF7B833E864,11.98,25.9
2025-03-09T19:38:37.401282,0000CCF7B833E864,11.98,0.1
2025-03-09T19:38:48.481937,0000CCF7B833E864,11.98,0.1
2025-03-09T19:38:57.932168,0000CCF7B833E864,11.98,0.1
2025-03-09T19:39:08.058608,0000CCF7B833E864,11.98,0.1
2025-03-09T19:39:18.024648,0000CCF7B833E864,11.98,0.1
2025-03-09T19:39:28.181475,0000CCF7B833E864,11.98,0.1
2025-03-09T19:39:41.330262,0000CCF7B833E864,11.98,0.1
2025-03-09T19:39:48.462114,0000CCF7B833E864,11.98,0.1
2025-03-09T19:41:48.344745,0000CCF7B833E864,5.27,19.3
2025-03-09T19:41:59.595091,0000CCF7B833E864,5.27,0.1
2025-03-09T19:42:08.670083,0000CCF7B833E864,5.27,0.1
2025-03-09T19:42:22.715734,0000CCF7B833E864,5.27,0.1
2025-03-09T19:42:31.907894,0000CCF7B833E864,5.27,0.1
2025-03-09T19:42:38.871496,0000CCF7B833E864,5.27,52.2
2025-03-09T19:42:49.673818,0000CCF7B833E864,5.27,100.0
2025-03-09T19:42:59.659927,0000CCF7B833E864,11.98,26.3
2025-03-09T19:43:09.690801,0000CCF7B833E864,11.98,25.8
2025-03-09T19:43:19.916750,0000CCF7B833E864,11.98,26.5
2025-03-09T19:43:38.641347,0000CCF7B833E864,11.98,26.0
2025-03-09T19:43:48.660477,0000CCF7B833E864,11.98,26.1
2025-03-09T19:44:52.574508,0000CCF7B833E864,11.98,26.4
2025-03-09T19:45:02.084734,0000CCF7B833E864,11.98,24.9
2025-03-09T19:45:15.663162,0000CCF7B833E864,11.98,26.7
2025-03-09T19:45:22.212430,0000CCF7B833E864,11.98,26.1
2025-03-09T19:45:32.234841,0000CCF7B833E864,11.98,26.2
2025-03-09T19:45:50.804025,0000CCF7B833E864,11.98,25.8
2025-03-09T19:45:58.530662,0000CCF7B833E864,11.98,25.6
2025-03-09T19:46:04.329157,0000CCF7B833E864,11.98,25.2
2025-03-09T19:46:15.218398,0000CCF7B833E864,11.98,25.8
2025-03-09T19:52:23.680240,0000CCF7B833E864,11.98,25.8
2025-03-09T19:52:25.767733,0000CCF7B833E864,11.98,26.0
2025-03-09T19:52:39.232948,0000CCF7B833E864,11.98,25.5
2025-03-09T19:52:46.392394,0000CCF7B833E864,11.98,25.0
2025-03-09T19:52:57.487983,0000CCF7B833E864,11.98,26.0
2025-03-09T19:53:10.368469,0000CCF7B833E864,11.98,25.8
2025-03-09T19:53:17.410590,0000CCF7B833E864,11.98,26.0
2025-03-09T19:53:27.521059,0000CCF7B833E864,11.98,27.8
2025-03-09T19:53:38.724749,0000CCF7B833E864,11.98,25.1
2025-03-09T19:53:51.325749,0000CCF7B833E864,11.98,24.3
2025-03-09T19:55:57.591239,0000CCF7B833E864,11.98,26.0
2025-03-09T19:56:00.119864,0000CCF7B833E864,11.98,25.4
2025-03-09T19:56:11.054684,0000CCF7B833E864,11.98,26.4
2025-03-09T19:56:24.095451,0000CCF7B833E864,11.98,25.9
2025-03-09T19:58:29.382427,0000CCF7B833E864,11.98,26.2
2025-03-09T19:58:30.617874,0000CCF7B833E864,11.98,26.4
2025-03-09T19:58:45.989291,0000CCF7B833E864,11.98,26.0
2025-03-09T20:00:50.408337,0000CCF7B833E864,11.98,26.0
2025-03-09T20:02:50.868875,0000CCF7B833E864,11.98,26.4
2025-03-09T20:02:52.910304,0000CCF7B833E864,11.98,26.2
2025-03-09T20:05:01.356510,0000CCF7B833E864,11.98,25.6
2025-03-09T20:05:04.076246,0000CCF7B833E864,11.98,25.3
2025-03-09T20:05:14.373025,0000CCF7B833E864,11.98,24.5
2025-03-09T20:05:25.356853,0000CCF7B833E864,11.98,25.7
2025-03-09T20:05:35.921627,0000CCF7B833E864,11.98,25.5
2025-03-09T20:05:45.064898,0000CCF7B833E864,11.98,25.1
2025-03-09T20:05:55.058655,0000CCF7B833E864,11.98,26.3
2025-03-09T20:06:09.949572,0000CCF7B833E864,11.98,25.6
2025-03-09T20:06:15.872588,0000CCF7B833E864,11.98,25.7
2025-03-09T20:06:25.873559,0000CCF7B833E864,11.98,26.3
2025-03-09T20:06:35.956182,0000CCF7B833E864,11.98,26.5
2025-03-09T20:06:46.380196,0000CCF7B833E864,11.98,25.3
2025-03-09T20:06:58.548561,0000CCF7B833E864,11.98,25.8
2025-03-09T20:09:08.017440,0000CCF7B833E864,11.98,25.2
2025-03-09T20:09:09.040825,0000CCF7B833E864,11.98,25.8
2025-03-09T20:09:24.986044,0000CCF7B833E864,11.98,25.6
2025-03-09T20:09:31.358906,0000CCF7B833E864,11.98,25.6
2025-03-09T20:09:43.032957,0000CCF7B833E864,11.98,25.5
2025-03-09T20:09:52.047828,0000CCF7B833E864,11.98,25.7
2025-03-09T20:10:00.961435,0000CCF7B833E864,11.98,26.3
2025-03-09T20:10:11.301225,0000CCF7B833E864,11.98,26.2
2025-03-09T20:10:25.828808,0000CCF7B833E864,11.98,25.9
2025-03-09T20:10:32.846766,0000CCF7B833E864,11.98,26.3
2025-03-09T20:10:42.292334,0000CCF7B833E864,11.98,26.2
2025-03-09T20:10:52.865073,0000CCF7B833E864,11.98,26.1
