2025-03-09T19:44:06.853998, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:44:17.133241, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:44:31.851022, 00008017AE9E9EF0, 8.18, 100.0
2025-03-09T19:45:37.332648, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:45:49.133581, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:45:59.987824, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:46:08.788953, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:46:20.283478, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:46:29.424417, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:46:39.530764, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:46:55.531787, 00008017AE9E9EF0, 8.18, 0.0
2025-03-09T19:48:59.013448, 00008017AE9E9EF0, 8.18, 0.0
